feature	X1f9695def389854178788b2e4a8792ee	Xd3f1d99ffce8ccadfd2ee75f7b86b0c5	X79a123f051e7c2965a46226b1d95246e	X84311c29ab5cf09c0720c450dc7c1a43	Xd926c5000a193dc8473f190e75b9fcd0	Xd039ffee9e93545befc0b24c6b1adb8a	X630532cabb74720c1204579e6fe741b4	Xd4dcc0bc5f5a6e517ddf472187dbc2e7	Xfc4575c432e5f43c1eaf202f1c5816c4	Xcbd66fa79a3e7fa1c33d29ed908de048	Xa81bf36dba92ea8defbda21f3633f8fe	X860a5e9ee39ccb39131b57de03fb5bf8	X9c19eb9efc671777c92ee43ca21be172	Xfc2bf17d11280ea7e498670124f07400	X1a9b1bbd7d800a46e40664e26298b33b	Xcb645d9e303b0e2d761969abb610d210	X2487d88c9966a6b0e2b87711d51811a8	X4c089330a0f8ccdd7dd92492808e9247	X9f05e4992392a05c38e1c790e07f3e5c	Xa49ea569715664c78018691088f7aaac	X855166a7ea9905b7590e5e5fb7da7866	X5b73138c8555560a7cd45cb7bd7ca6da	X7888dc681f2841bbc77d1f456dbda3d9	X960b9cea75175246a62496526868a249	X74fafaec802530941890c1f49dfbf3e4	X9228756628ca33af7e8809e0968c79f8	X6f0b4058c92e83c77533a218739a0e38	Xc43bbd203d077ba15c26090580d64d32	X40f29bc827ddfc03d7fb5b76fb311557	Xc44642d31840ae8b6896c0bc0f5a8802	X18f3b811ae49dad2e01b20f5f39d10a7	Xa3d1f4355f204d4d49ad2bea3b801265	X93f6e99ff381954b541d29cc24c2be7c	Xa0ac269acfcd16c66700762ee6340b07	X68ee03666c1dd76a9a1ca298d04bc99e	X8ac938c2111c4dea67b9a99a3f7900bc	X8c3c2cadc6f0966f44b3f2371d81abd3	Xc00514d54b15725f03c323c54796a7c0	X9d7e2f75c0754a3aaf6bf21a479a0046	X1941bdf9450a85f4069a80e526137af7	Xce7e172e3d64bc42dddb2f4aa26e3a03	Xfbbeae3dceada6928b2cdc472f5d9901	X1131f697b19dc061094f3b846b9f66a0	X94adac1e5690b5aef26d6014e471f458	Xc2f27e09022e99cda9f6629948f66252	X2a7ee151e83dbc4a4ac13f84a434c8c7	X3d846e34d0ebbaa6096f5b1e5e8afa03	X194d511e554b455dac7747ef6442339f	X19563b70bb3469c665c888e4685e7f99	X0bc4e35da130d9cb9fc1090c80011153	X988ee95161bcfd6129fddab0fda16d68	X970d6f0c54e1e999cbdcdefc80299e2b	X86b5603a79c587d59312beef52df3409	X9d2a55480c1cd54eacfb0243d4562261	Xf3e1ff3be3a6f13f24666ea97d99cd0b	X9c804f3d76b861e98e017e380f2f04df	X7bf7ea59cac793e65c0bc293eabf44dc	X5fe7ab4157717cdcf56706e5c043b959	X85c51ab58e3beec0355a935d17f0758e	X47837e1a0b06f78d52ce1faf831fec84	X76214bb13d1e7d69ca2f7827e3ac12e2	Xa0f9d2150e3f8419a6ade2e296eafb5f	Xa55f549b9a40506a070a2fb7e8ca0726	X3d514b698192fb4c2a0445c3498b2cfb	X1daf7490935642942f91e007dfefa7e9	X1e10ca4ce57e3019886b4f75360a76fa	Xe52994cd67774b8f72113d04a0b2c493	X77be5efca77e4204775e4e828a1580db	X00dcba6e262a3194c68f52e6af48a071	Xec65ab01e974afdd946f7c025b3ceba5	X7d0ccb9242c92ba67eae0552bf7c6f94	X970c4c927d69ee41accb2c1a29f9a023	Xe8d0f444dc3a43708bc843fd8472b381	X0b3590ab4de6582222af6f3565ceca0c	X269fea3886e14ab0acb08ade901906fd	X278651ccb0f0d07cd2ab0837262dfc39	X84b17f815f1e8767da103f96068901ec	X1300fb2208dcbb54d400995de3bc2eaa	X7ba07d9f4e22c332b04d5646fe2ea051	Xecb427bf4473bf2f3205b06132125d07	Xc5a684b3dfddaa1e68d4563ea771ed15	Xf9fecdd58f0cedd3463e687ffd85ef48	X5c7f516ff4d244a8f63e883a44267f20	Xa965d63a2b3f783b281a48f774847f29	X80a9a51ced500bf3bfbca440e0971948	X0029d1a452fe37b0ff76a9c1da5ccf21	X059d6e79cba765d062053442b8ada21c	X1d25e5714547bb8a8f93b8364d36889e	Xc71265e180d7e06bd350017b893ea44a	X264be41ad2f4137d7cd5fefe393e1b92	X61d6589645d112c45ea0478e6445fa34	X6e373fe39ea68760cf9b2bf171476a55	X182071d231a63cae957730240a214721	Xde021ed367003d69832c2a5461985f38	Xc6b61011752152bbbc32003f5d0c5398	X6ca83bb8d84d22ff21607c96e42f4295	Xdc04cb67b3295173275e20a8a7a3d16a	Xdd887bed9045e6e59c223bf9074e8f71	X7a6db5f059c69a310d7c97e1b488fe74	X96c7cedbae877361d087a8b39206d408	X86486b103104c344caa9a990b454797c	X0b2e7a7da00f71987193e385a9a4a4d1	X57188cc28844564b611d3dd0d6e30de7	X76aa915543cd876d620ebeafeb9fd767	X570cad8230542ad8f2c032a719120bee	Xc6faae06a70c97500e4f329b617e70b7	X9f185911874fb5d5b2623b647359f33b	X4661cd41d2df6a4bf70276894e6cc779	Xe0565865ef72ba498c2938b247ff36dc	X94a45fbb634a4ae23f34d8160d95c8b7	Xf3270b7f9b020567e59ec30f7d15fc14	X9f79ff73dcbc3e304545d60cdbbca33b	X6be7c1afdd690efab2c28453f0d304da	Xa75f6c6ef715f88994d61a440132c65b	X959a41695798ad7798d39740d7e9ae19	X4c8288bfbd76958c0c094d87b97650f8	X4a21bd45b5ff48f40bbcadf6930fc3ee	Xf857e38c09d5f11ed7357057fffcc3a0	X327e928d80b137060bd55c0515d64b2a	Xede2e1cdf233330f3e67603862d90fd5	X2132a94c12039eca49c517950714e48a	X5d1a7a11e80c627fbc98743087f309f0	X64d94620fe0f5db1cd211f24f6a6d659	Xf247c06edb93b0f02277e395b87328aa	Xa9625534f57e5ed4661782588cc20467	Xff241ad98176a2c70cdb70878176ca2e	Xac4a57c0c6ca41f976c5c914e25ed371	X76d6be90e19a660c9a84b35fa31d801c	X1703aefcb845a13faff8f80ea8265820
F2946	0.000173010380622837	0.00155709342560554	0.00164359861591696	0	0	0	0	0.0105536332179931	0	0	0	0	0	0	0	0	0	0.000605536332179931	0.00588235294117647	0.00380622837370242	0.000865051903114187	0	0.0147058823529412	0	0	0	0.0267301038062284	0	0.00190311418685121	0.00112456747404844	0.00155709342560554	0	0	0.000173010380622837	0.131055363321799	0	0	0	0.00882352941176471	0.0242214532871972	0.00726643598615917	0.0142733564013841	0	0	0	0	0.0145328719723183	0.000173010380622837	0.00856401384083045	0.00839100346020761	0	0.000346020761245675	0.00467128027681661	0.000951557093425606	0.000605536332179931	0.0027681660899654	0	0.00380622837370242	0.0092560553633218	0.000519031141868512	0.00484429065743945	0.0120242214532872	0.00674740484429066	0.00112456747404844	0.0023356401384083	0	0	0.00069204152249135	0.0168685121107266	0	0	0	0.0092560553633218	0	0	0.0051038062283737	0.0055363321799308	0.0078719723183391	0.000432525951557093	0	0.0151384083044983	0	0	0.00354671280276817	0	0.0023356401384083	0.019636678200692	0.000346020761245675	0	0.000605536332179931	0	0	0.000259515570934256	0.00328719723183391	0.00069204152249135	0	0	0	0.00198961937716263	0.158131487889273	0	0.00121107266435986	0.00250865051903114	0.011159169550173	0.00294117647058824	0.0134083044982699	0.000951557093425606	0.00121107266435986	0	0.00181660899653979	0	0.000173010380622837	0.0529411764705882	0.0910899653979239	0.000259515570934256	0.000173010380622837	0.0445501730103806	0.00216262975778547	0	0	0	0.00449826989619377	0	0.0103806228373702	0	0.00614186851211073	0	0.162110726643599	0
F2953	0	0.000392850127676292	0.00147318797878609	0	0	0	0	0.00913376546847378	0.000785700255352583	0	0	0	0	0	0.000196425063838146	0	0	0.000392850127676292	0.000196425063838146	0.000294637595757219	0.000294637595757219	0	0.0103123158515027	0.00127676291494795	0	0	0.00412492634060106	0.000491062659595364	0	0.00333922608524848	0.00333922608524848	0	0	0	0	0	0	0	0.00461598900019643	0.0227853074052249	0.00068748772343351	0.00343743861716755	0	0	0	0	0.0248477705755254	0.00196425063838146	0	0.0402671380868199	0	0.0642309958750737	0.00166961304262424	0	0.00304458848949126	0.00127676291494795	0	0.00775879002160676	0.00117855038302887	0.00068748772343351	0.00265173836181497	0	0	0.00343743861716755	0.00972304065998821	0	0	0.0010803378511098	0.00736593989393047	0.00137497544686702	0	0	0.00068748772343351	0	0	0	0	0.0068748772343351	0	0	0.00441956393635828	0	0	0	0	0.00176782557454331	0	0.0260263209585543	0.00127676291494795	0	0.000196425063838146	0.0283834217246121	0.000294637595757219	0.0021606757022196	0	0	0	0	0.00265173836181497	0.114614024749558	0.00117855038302887	0.00196425063838146	0	0.0150265173836181	0	0	0	0	0	0	0.041740326065606	0	0.032410135533294	0.00353565114908662	0	0.000294637595757219	0.043115301512473	0.00432135140443921	0	0	0	0.0276959340011785	0	0.00314280102141033	0.000196425063838146	0.0010803378511098	0	0.394814378314673	0
F2956	0	0.00277529095792301	0.0026857654431513	0	0	0.00214861235452104	0	0.00474485228290063	0	0	0.00053715308863026	0.00035810205908684	0	0	0	0.000895255147717099	0.00125335720680394	0.00152193375111907	0.00134288272157565	0.00053715308863026	0.00026857654431513	0	0.0403760071620412	0.00241718889883617	0	0	0.0192479856759176	0.000984780662488809	0.00393912264995524	0.0147717099373321	0.00367054610564011	0	0.00232766338406446	0	0	0.00062667860340197	0.000984780662488809	0.00196956132497762	0.00134288272157565	0.0211280214861235	0	0.108863025962399	0.00116383169203223	0	0	0	0.0358997314234557	0	0	0.00743061772605192	0	0	0.0134288272157565	0	0.0220232766338406	0.00823634735899731	0	0.00188003581020591	0.00564010743061773	0.0126230975828111	0.00483437779767234	0	0.146195165622202	0.00134288272157565	0	0	0.00026857654431513	0	0.00752014324082363	0	0	0	0.0026857654431513	0	0.00304386750223814	0.00617726051924799	0	0.029632945389436	0	0	0.0485228290062668	0	0.00026857654431513	0	0.00026857654431513	0	0	0.00125335720680394	0.00277529095792301	0	0	0.0250671441360788	0	0.00734109221128022	0.00420769919427037	0	0	0	0.0106535362578335	0.016651745747538	0.00161145926589078	0.00384959713518353	0	0.0320501342882722	0.00161145926589078	0.00850492390331244	0	0	0	0.0044762757385855	0.0100268576544315	0	0.119247985675918	0.0391226499552372	0	0	0.0499552372426141	0	0	0	0	0.0205013428827216	0	0.00170098478066249	0.00053715308863026	0	0.00913160250671441	0.0289167412712623	0
F2971	0	0.00231861655878659	0.0187421505168583	0	0	0.000676263162979422	0	0.00251183460535214	0	0	0	0	0.0011593082793933	0.000193218046565549	0.000869481209544972	0	0	0.00212539851222104	0	0	0.0049270601874215	0	0.0281132257752874	0.00676263162979422	0	0	0.0201912858660999	0.0171964061443339	0.00821176697903584	0.0122693459569124	0.0141049173992851	0	0	0.00125591730267607	0	0	0	0.0011593082793933	0.00125591730267607	0	0	0	0.000869481209544972	0.000966090232827746	0	0.000386436093131098	0.0157472707950923	0	0	0.0506231282001739	0	0	0.0123659549801952	0	0.00183557144237272	0.00289827069848324	0	0.012849000096609	0.000289827069848324	0.0203845039126654	0.00705245869964255	0	0	0.00280166167520046	0	0	0	0	0.00666602260651145	0	0.0129456091198918	0	0.00144913534924162	0	0	0	0	0.0328470679161434	0	0	0.00434740604772486	0	0	0	0.000676263162979422	0	0	0.0106269925611052	0	0	0.000483045116413873	0.0130422181431746	0.000869481209544972	0.00425079702444208	0.00270505265191769	0	0	0	0.010723601584388	0.0576755868998164	0.00512027823398705	0.00144913534924162	0	0.0318809776833156	0	0	0	0	0.000676263162979422	0.00550671432711815	0	0	0.039416481499372	0.0102405564679741	0	0.0215438121920587	0.0186455414935755	0	0	0.000772872186262197	0	0.047145203361994	0	0	0.0011593082793933	0.000772872186262197	0.00135252632595884	0.381025987827263	0.000869481209544972
F2976	0	0	0	0	0	0	0	0.0227729403884796	0.00220074634006315	0.00086116161132906	0.00220074634006315	0.000191369246962013	0	0	0	0	0	0.000669792364367046	0.00114821548177208	0.01425700889867	0.00229643096354416	0.00162663859917711	0.00363601569227825	0	0.00612381590278442	0	0.0043058080566453	0	0	0	0	0	0	0.00564539278537939	0	0	0	0.00200937709310114	0.0171275476031002	0.0271744330686059	0	0.00057410774088604	0	0	0	0.000478423117405033	0.0215290402832265	0	0.00105253085829107	0.0316716103722132	0	0.00258348483398718	0.00650655439670845	0	0.0057410774088604	0.00545402353841738	0	0.00708066213759449	0.00220074634006315	0.000669792364367046	0	0.00114821548177208	0.464740216247249	0.00133958472873409	0.000669792364367046	0	0	0	0.00688929289063248	0.00114821548177208	0.0014352693522151	0	0.00392306956272127	0.00229643096354416	0	0.00803750837240455	0.0188498708257583	0.00545402353841738	0	0	0.0230599942589226	0	0	0.0058367620323414	0	0.00114821548177208	0.00947277772461965	0.00133958472873409	0	0.000382738493924026	0	0.0114821548177208	0	0	0.0177016553439862	0	0	0	0	0.072720313845565	0	0.00411443880968328	0.00124390010525309	0.00688929289063248	0	0.00344464644531624	0.00181800784613913	0	0	0.00210506171658215	0.0124390010525309	0	0.00497560042101234	0.00239211558702517	0	0	0.0169361783561382	0.0100468854655057	0	0.00028705387044302	0.000478423117405033	0.0135872165343029	0	0.00105253085829107	0.00057410774088604	0	0	0.058750358817338	0
F3058	0	0	0.000381512971441029	0.000872029649008066	0	0	0	0.0039241334205363	0.00114453891432309	0	0	0	0	0	0	0	0	0.000381512971441029	0.000599520383693046	0.000763025942882058	0	0.000599520383693046	0.0143339873555701	0	0	0	0.00457815565729235	0	0.000327011118378025	0	0	0	0	0.0026160889470242	0.00065402223675605	0	0	0.00294310006540222	0.00223457597558317	0.00485066492260737	0	0.00223457597558317	0	0	0	0	0.013134946588184	0	0.000109003706126008	0.00283409635927622	0	0	0.00174405929801613	0	0.000490516677567037	0.00321560933071724	0	0.0013080444735121	0.00065402223675605	0.000545018530630041	0	0.00239808153477218	0.755940701983867	0	0	0	0	0	0.00670372792674951	0.00103553520819708	0.000872029649008066	0.00479616306954436	0.00218007412252017	0	0	0.000272509265315021	0.00168955744495313	0.00218007412252017	0	0.000218007412252017	0.00931981687377371	0	0	0.000381512971441029	0	0	0.00239808153477218	0	0	0	0	0.00294310006540222	0	0	0.00414214083278831	0.000163505559189012	0	0	0.000436014824504033	0.0385873119686069	0	0.0026705908000872	0	0.000981033355134075	0	0.00512317418792239	0	0	0	0	0.00425114453891432	0	0.00822977981251363	0.0123174187922389	0	0	0.0250163505559189	0.00103553520819708	0	0	0	0.0179311096577284	0.000109003706126008	0.00713974275125354	0	0.000708524089819054	0	0.0103553520819708	0
F3188	0	0.00273570089670196	0.00501545164395359	0.000354627894016921	0	0.00374892345103602	0	0.014489082526977	0	0	0	0	0	0	0	0	0	0.000962561426617356	0.000253305638583515	0	0.00567404630427073	0	0.025583869496935	0.000962561426617356	0	0	0.0164142053802118	0.000810578043467248	0.00364760119560261	0.00658594660317139	0.0119560261411419	0	0	0	0	0.000303966766300218	0.000658594660317139	0	0.000911900298900654	0.0253305638583515	0	0.0532448452302548	0.000405289021733624	0	0	0.000405289021733624	0.0362227063174426	0	0.00141851157606768	0.0533461674856882	0.000405289021733624	0	0.0120066872688586	0	0.00699123562490501	0.000101322255433406	0	0.00952429201074016	0.0017731394700846	0.0016211560869345	0.0105375145650742	0	0.00795379705152237	0.00101322255433406	0.00425553472820305	0	0.000202644510866812	0.000303966766300218	0.00430619585591975	0	0.00151983383150109	0.000607933532600436	0.0245199858148842	0	0	0	0	0.0119560261411419	0	0	0.0217336237904656	0	0	0.0373372511272101	0.000253305638583515	0.00314098991843558	0.00263437864126855	0.00222908961953493	0.00253305638583515	0	0	0.0152489994427276	0.000354627894016921	0.00278636202441866	0.00582602968742084	0	0	0	0.00932164749987335	0.168296266274887	0.00212776736410152	0.00952429201074016	0	0.0342975834642079	0.00253305638583515	0.00911900298900654	0	0.000303966766300218	0	0.00278636202441866	0	0	0.0084604083286894	0.00131718932063428	0	0.000151983383150109	0.0467602208825168	0.0016718172146512	0	0.000202644510866812	0	0.0016211560869345	0	0.0105881756927909	0.000759916915750545	0.00197578398095142	0.0016211560869345	0.220882516844825	0.000557272404883733
F3211	0	0.00159447249534946	0.00484985384002126	0	0	0.00338825405261759	0	0.0298299229338294	0	0	0.00099654530959341	0.00066436353972894	0	0	0.00033218176986447	0.000265745415891576	0	0.00066436353972894	0.000199309061918682	0.00677650810523518	0.00179378155726814	0.00033218176986447	0.0203959606696784	0.0010629816635663	0	0.00205952697315971	0.0305607228275312	0.000930108955620516	0.0181371246346001	0.0010629816635663	0.00870316237044911	0	0	0	0	0	0.00272389051288865	0.00398618123837364	0	0.00504916290193994	0.00365399946850917	0.117459473824077	0.000797236247674728	0.00239170874302418	0.0010629816635663	0	0.0223226149348924	0	0.00358756311453627	0.0240499601381876	0	0	0.00558065373372309	0.00119585437151209	0.00398618123837364	0.000797236247674728	0	0.000597927185756046	0.00651076268934361	0	0.000199309061918682	0.0044512357161839	0.00179378155726814	0.000863672601647622	0.00279032686686155	0	0.00066436353972894	0.000132872707945788	0.00338825405261759	0	0.000465054477810258	0	0.278368323146426	0	0	0.000531490831783152	0	0.00345469040659049	0	0	0.0158118522455488	0.00119585437151209	0.0011294180175392	0.0436486845601913	0	0.000465054477810258	0.0297634865798565	0.000597927185756046	0.0113606165293649	0	0.000730799893701834	0.0132872707945788	0	0.00418549030029232	0	0	0	0	0.0142173797501993	0.0104969439277172	0.000797236247674728	0.000863672601647622	0.0021923996811055	0.0178713792187085	0.00405261759234653	0.000597927185756046	0.000398618123837364	0	0	0.00126229072548499	0	0.00099654530959341	0.00312250863672602	0.112078129152272	0	0	0.0021923996811055	0	0	0	0	0.00292319957480733	0	0.00259101780494286	0.00159447249534946	0.00119585437151209	0	0.0597262822216317	0.00119585437151209
F3263	0	0.00565025857115495	0	0	0	0.00143650641639533	0	0	0	0	0	0	0.000957670944263551	0	0	0	0.00201110898295346	0.00296877992721701	0	0	0.00038306837770542	0	0.0405094809423482	0.000957670944263551	0	0	0.0803485922237119	0.0085232714039456	0.00421375215475962	0.00421375215475962	0.015897337674775	0	0.00814020302624018	0	0	0.00134073932196897	0	0	0.00335184830492243	0	0	0.143171806167401	0	0.000287301283279065	0	0	0	0	0.00785290174296112	0.00019153418885271	0	0.00392645087148056	0.0223137330013407	0	0.00248994445508523	0	0	0	0	0.00670369660984486	0	0	0.00114920513311626	0	0	0	0	0	0	0.0147481325416587	0	0	0.00287301283279065	0	0	0.0322735108216817	0	0.0130243248419843	0	0	0.00325608121049607	0	0	0	0.000957670944263551	0	0.00162804060524804	0.000478835472131776	0	0	0	0	0	0.00210687607737981	0.00229841026623252	0	0	0	0.00612909404328673	0.00373491668262785	0.00229841026623252	0.0019153418885271	0	0.014843899636085	0	0.0140777628806742	0	0	0.00565025857115495	0	0	0	0	0	0	0	0	0	0.000287301283279065	0.000957670944263551	0	0.00517142309902318	0	0	0.000287301283279065	0	0.0397433441869374	0.462267764796016	0
F3309	0	0.00128013654789844	0.019415404309793	0	0.000355593485527345	0.00192020482184766	0	0	0.00156461133632032	0	0	0	0	0	0	0	0	0	0	0	0.0191309295213712	0	0.0110945167484532	0	0	0	0.0151482824834649	0.00241803570158595	0.000924543062371097	0.0098854988976602	0	0	0	0.0041248844321172	0	0	0.000640068273949221	0.000782305668160159	0.0011378991536875	0.0089609558352891	0	0.0238958822274376	0	0.000568949576843752	0	0	0	0	0.000142237394210938	0.0105255671716094	0	0	0.00625844534528127	0	0.0020624422160586	0.000284474788421876	0	0	0	0.00739634449896878	0.00398264703790627	0	0.000924543062371097	0.00149349263921485	0	0	0	0	0.00213356091316407	0	0	0	0.0522011236754143	0	0	0	0	0.00832088756133988	0	0	0.00405376573501173	0	0	0	0.000284474788421876	0.00106678045658204	0	0.000284474788421876	0	0	0	0.00640068273949221	0	0.00675627622501956	0.00220467961026954	0	0	0	0.0041248844321172	0.026385036626129	0.0138681459355665	0.000426712182632814	0	0.0401109451674845	0	0.0407510134414338	0	0	0	0.00192020482184766	0	0	0.0792262285754925	0	0	0	0.0206955408576915	0	0	0.000640068273949221	0	0.00135125524500391	0.000853424365265628	0.000782305668160159	0	0.00199132351895313	0	0.526847308157315	0
F3344	0	0.000114593479631009	0.00343780438893027	0.00784965335472412	0	0	0	0.0193662980576405	0	0	0	0	0	0	0	0	0	0.000458373918524036	0.000114593479631009	0.00103134131667908	0	0	0.025898126396608	0	0	0	0.00492751962413339	0	0	0.000802154357417063	0.00114593479631009	0	0	0	0	0	0	0	0.00985503924826677	0.0146679653927692	0	0.0399931243912221	0	0	0	0	0.0182776600011459	0	0.000572967398155045	0.0119177218816249	0	0.000630264137970549	0.00200538589354266	0	0.00286483699077522	0.00154701197501862	0	0.00206268263335816	0.00051567065833954	0.000572967398155045	0.000687560877786054	0.00148971523520312	0.620924769380622	0.000630264137970549	0	0	0.000229186959262018	0.000286483699077523	0.00578697072136595	0.000974044576863576	0	0.00561508050191944	0	0	0	0.0163295708474188	0.000916747837048072	0.0103707099066063	0	0	0.00303672721022174	0	0	0.00699020225749155	0	0	0.00532859680284192	0	0	0	0	0.00103134131667908	0	0	0	0	0	0	0.000859451097232567	0.0672663725434023	0	0	0	0.00567237724173495	0.00120323153612559	0.0145533719131381	0	0	0	0.0013178250157566	0	0.000286483699077523	0.00229186959262018	0.00842262075287916	0.00263565003151321	0.00464103592505586	0.00996963272789778	0.00240646307225119	0	0	0	0.00590156420099696	0	0.0013178250157566	0	0.000343780438893027	0	0.019652781756718	0
F3395	0	0.00506937033084312	0.00506937033084312	0	0	0	0	0.00764852365706154	0	0	0	0.000889363215937389	0	0.000355745286374956	0	0	0.000444681607968694	0.000533617929562433	0.00151191746709356	0.00382426182853077	0.00827107790821772	0	0.00311277125578086	0.00124510850231234	0	0	0.021789398790466	0.00133404482390608	0.00329064389896834	0.00293489861259338	0	0	0	0	0	0	0	0	0.0120064034151547	0.056207755247243	0	0.0577196727143365	0.000444681607968694	0.000978299537531128	0	0	0.027926004980434	0	0.00409107079331199	0.0259694059053718	0	0	0.00142298114549982	0	0.000266808964781217	0.00631447883315546	0	0.00586979722518677	0.00471362504446816	0.00569192458199929	0.0130736392742796	0.0127178939879047	0	0.000533617929562433	0.00346851654215582	0	0	0.000444681607968694	0.0213447171824973	0	0	0	0.0179651369619353	0	0.000266808964781217	0.00195659907506226	0.00168979011028104	0.0175204553539666	0	0	0.0325506937033084	0	0	0.00142298114549982	0	0.00311277125578086	0.00907150480256137	0.022145144076841	0.00186766275346852	0	0	0.0134293845606546	0.000266808964781217	0.000266808964781217	0	0	0	0	0	0.204197794379224	0	0	0	0.0189434364994664	0.00240128068303095	0	0.000177872643187478	0	0	0.00400213447171825	0	0	0.0248132337246531	0.0230345072927784	0	0	0.0231234436143721	0	0	0	0	0.00578086090359303	0	0.013963002490217	0.00080042689434365	0.00373532550693703	0.000266808964781217	0.221807186054785	0.000889363215937389
F3484	0	0.00110263714049435	0.00523752641734816	0	0	0.000643204998621704	0	0.00101075071211982	0	0	0	0	0	0.000367545713498116	0	0	0	0	0	0	0.000183772856749058	0	0.0106588256914454	0.00376734356335569	0	0	0.0258200863732427	0.00101075071211982	0.0034916842782321	0.00413488927685381	0.00367545713498116	0	0	0	0	0	0	0	0.00248093356611229	0.0122208949738124	0	0.00257281999448681	0	0.00624827712946798	0	0	0.0361113663511899	0.00101075071211982	0	0.0187448313884039	0	0.0603693834420656	0.00422677570522834	0	0.00248093356611229	0.00744280069833686	0.000643204998621704	0	0	0.00450243499035193	0.0123127814021869	0	0	0.00238904713773776	0.00257281999448681	0	0	0.000551318570247175	0.00523752641734816	0	0.000918864283745291	0	0.00110263714049435	0	0	0.000275659285123587	0.00597261784434439	0.00661582284296609	0	0	0	0	0	0	0.00119452356886888	0.00450243499035193	0	0.0181016263897822	0	0.000459432141872645	0	0.00808600569695856	0	0.0028484792796104	0.000918864283745291	0	0	0	0.000826977855370762	0.295506753652486	0.00165395571074152	0.00137829642561794	0	0.0174584213911605	0.00238904713773776	0	0.00119452356886888	0	0	0.00128640999724341	0.0112101442616925	0	0	0.000459432141872645	0	0.000918864283745291	0.0160801249655426	0.00128640999724341	0	0	0	0.00532941284572269	0	0.00147018285399247	0	0	0	0.346411834971975	0.000918864283745291
F3560	0	0	0	0.00289884554747495	0.000508569394293851	0	0	0.0188170675888725	0.000152570818288155	0.000915424909728933	0.000254284697146926	0	0	0	0	0	0	0.000508569394293851	0.000559426333723237	0.00600111885266745	0.000406855515435081	0.000711997152011392	0.0176473579819966	0	0.00437369679092712	0.00010171387885877	0.00503483700350913	0	0.000508569394293851	0.000610283273152622	0	0.00111885266744647	0	0.0010171387885877	0.00315313024462188	0	0	0.00310227330519249	0.00539083557951483	0.00371255657834512	0.00162742206174032	0.00951024767329502	0	0	0	0	0.018359355134008	0.000254284697146926	0	0.000915424909728933	0.000762854091440777	0	0.00147485124345217	0	0.00310227330519249	0.00116970960687586	0	0.00539083557951483	0.00162742206174032	0.00106799572801709	0.000406855515435081	0.000203427757717541	0.622234653918527	0.000305141636576311	0.00147485124345217	0	0	0	0.00152570818288155	0.000152570818288155	0	0	0.000508569394293851	0.00127142348573463	0	0.00900167827900117	0.000915424909728933	0.00259370391089864	0	0	0.0152570818288155	0	0	0.00386512739663327	0	0.000559426333723237	0.0130193764939226	0	0	0	0	0.000406855515435081	0	0	0.00116970960687586	0	0	0	0.000406855515435081	0.0638763159233077	0	0.00284798860804557	0.000355998576005696	0.000966281849158318	0	0.00971367543101256	0	0.000610283273152622	0	0.00177999288002848	0	0	0.00223770533489295	0.0110359558561766	0.00808625336927224	0	0.0210547729237654	0	0	0	0	0.012154808523623	0	0.0604180440421095	0	0.0010171387885877	0	0.00579769109494991	0
F3580	0	0.000514880032952322	0.0102976006590464	0	0	0	0	0	0	0	0	0	0	0.000514880032952322	0	0	0	0	0	0	0.000411904026361858	0	0.00185356811862836	0	0	0	0.0216249613839975	0	0.00875296056018948	0.00844403254041808	0.00257440016476161	0	0.00123571207908557	0.00133868808567604	0	0	0	0	0	0.000823808052723715	0	0	0	0	0	0	0	0	0	0.0119452167644939	0	0.0238904335289877	0	0	0	0	0	0	0	0.00947379260632273	0.00906188857996087	0.000308928019771393	0.00216249613839975	0	0	0	0	0	0.0344969622078056	0	0	0	0.0014416640922665	0	0	0	0	0.0199773452785501	0	0	0	0	0	0	0	0	0.00710534445474204	0.0660076202244877	0	0	0	0	0	0	0.00278035217794254	0	0	0	0	0.0903099577798373	0.0151374729687983	0.002883328184533	0	0.0344969622078056	0	0	0	0	0	0	0	0	0	0	0	0	0.0205952013180929	0	0	0	0	0.00864998455359901	0	0	0	0	0.000411904026361858	0.580475749150448	0
